baseline_cost,decision_cost,cost_saving,saving_rate,cost_late_delivery,cost_expedition,cost_priority_review,cost_shipping_review
9897700.0,12642510.0,-2744810.0,-0.2773179627590248,100.0,25.0,10.0,5.0
