risk_level,orders,mean_risk,observed_late_rate,risk_gap_high_vs_low,relative_high_vs_low,monotonic_risk_order,chi_square,chi_square_p_value
LOW,23432,0.3428835327434342,0.3854984636394674,0.5464715276303906,1.417571220572934,True,6657.906902594175,0.0
MEDIUM,6308,0.6251348514721953,0.6789043359469265,0.5464715276303906,1.417571220572934,True,6657.906902594175,0.0
HIGH,6364,0.9224462654602724,0.931969991269858,0.5464715276303906,1.417571220572934,True,6657.906902594175,0.0
